,pert_id,gene_id
8382,BRDN0001479012,83939
8383,BRDN0001485756,83939
8384,BRDN0001496920,100129583
8385,BRDN0001582099,286336
8386,BRDN0001581195,286336
8387,BRDN0001582044,375061
8388,BRDN0001582600,375061
8389,BRDN0001502849,23625
8390,BRDN0001501911,23625
8391,BRDN0001582500,339145
8392,BRDN0001585508,339145
8393,BRDN0001495657,126306
8394,BRDN0001504459,126306
8395,BRDN0001497786,474170
8396,BRDN0001497638,474170
8397,BRDN0001499380,474170
8398,BRDN0001496045,92345
8399,BRDN0001497320,92345
8400,BRDN0001586837,118788
8401,BRDN0001586291,118788
8402,BRDN0001494536,87178
8403,BRDN0001495171,87178
8404,BRDN0001480325,6330
8405,BRDN0001479357,6330
8406,BRDN0001585592,100128327
8407,BRDN0001584339,100128327
8408,BRDN0001501532,85004
8409,BRDN0001500118,85004
8410,BRDN0001056059,25942
8411,BRDN0001056091,25942
8412,BRDN0001584352,340547
8413,BRDN0001581890,340547
8414,BRDN0001582591,23584
8415,BRDN0001584828,23584
8416,BRDN0001583399,391123
8417,BRDN0001585003,391123
8418,BRDN0001586485,342865
8419,BRDN0001584665,342865
8420,BRDN0001499207,5570
8421,BRDN0001497776,5570
8422,BRDN0001149378,130106
8423,BRDN0001147449,130106
8424,BRDN0001583760,116449
8425,BRDN0001586387,116449
8426,BRDN0001583051,199786
8427,BRDN0001585965,199786
8428,BRDN0001499972,285550
8429,BRDN0001499995,285550
8430,BRDN0001499152,135114
8431,BRDN0001498164,135114
8432,BRDN0001499888,10806
8433,BRDN0001501607,10806
8434,BRDN0001585743,219285
8435,BRDN0001584761,219285
8436,BRDN0001060369,140739
8437,BRDN0001060290,140739
8438,BRDN0001496230,25953
8439,BRDN0001495567,25953
8440,BRDN0001145891,415116
8441,BRDN0001145296,415116
8442,BRDN0001496227,348093
8443,BRDN0001496070,348093
8444,BRDN0001498512,51684
8445,BRDN0001502878,51684
8446,BRDN0001500926,150223
8447,BRDN0001502420,150223
8448,BRDN0001149290,255239
8449,BRDN0001149535,255239
8450,BRDN0001502498,283358
8451,BRDN0001500817,283358
8452,BRDN0001066467,29785
8453,BRDN0001066468,29785
8454,BRDN0001499336,285440
8455,BRDN0001498755,285440
8456,BRDN0001499458,729830
8457,BRDN0001518628,729830
8458,BRDN0000733280,3304
8459,BRDN0000733239,3304
8460,BRDN0001582072,84063
8461,BRDN0001585255,84063
8462,TRCN0000107736,84328
8463,TRCN0000107737,84328
8464,TRCN0000107738,84328
8465,CGS001-84328,84328
8466,BRDN0001496251,84441
8467,BRDN0001497542,84441
8468,BRDN0001148608,197259
8469,BRDN0001149268,197259
8470,BRDN0001054356,164091
8471,BRDN0001054161,164091
8472,BRDN0001518683,255738
8473,BRDN0001519341,255738
8474,BRDN0001145657,91461
8475,BRDN0001148026,91461
8476,BRDN0001499188,401505
8477,BRDN0001502902,401505
8478,BRDN0001500773,58476
8479,BRDN0001501500,58476
8480,BRDN0001482925,84456
8481,BRDN0001481109,84456
8482,BRDN0001497760,117289
8483,BRDN0001502967,117289
8484,BRDN0001052138,201633
8485,BRDN0001052104,201633
8486,BRDN0001479760,54600
8487,BRDN0001482622,54600
8488,BRDN0001584116,57168
8489,BRDN0001581353,57168
8490,BRDN0001480652,1139
8491,BRDN0001486059,1139
8492,BRDN0001503004,645191
8493,BRDN0001499538,645191
8494,BRDN0001058189,127255
8495,BRDN0001058024,127255
8496,BRDN0001482635,162466
8497,BRDN0001485584,162466
8498,BRDN0001582192,146850
8499,BRDN0001584347,146850
8500,BRDN0001147505,11035
8501,BRDN0001145972,11035
8502,BRDN0001146707,157285
8503,BRDN0001147947,157285
8504,BRDN0001519344,57617
8505,BRDN0001500774,57617
8506,BRDN0001479500,84532
8507,BRDN0001481216,84532
8508,BRDN0001489723,55902
8509,BRDN0001479469,55902
8510,BRDN0001518743,130013
8511,BRDN0001500047,130013
8512,BRDN0001583114,146206
8513,BRDN0001582995,146206
8514,BRDN0001494634,56262
8515,BRDN0001496674,56262
8516,BRDN0001496660,84230
8517,BRDN0001497105,84230
8518,BRDN0001145537,139728
8519,BRDN0001145068,139728
8520,BRDN0000564074,5522
8521,BRDN0000563594,5522
8522,BRDN0001581840,91653
8523,BRDN0001583394,91653
8524,BRDN0001481711,89832
8525,BRDN0001488488,89832
8526,BRDN0001586673,56975
8527,BRDN0001585131,56975
8528,BRDN0001497907,84315
8529,BRDN0001499477,84315
8530,BRDN0001502579,5395
8531,BRDN0001502423,5395
8532,BRDN0001584816,388325
8533,BRDN0001584003,388325
8534,BRDN0001581645,128434
8535,BRDN0001582596,128434
8536,BRDN0001500982,647219
8537,BRDN0001503827,647219
8538,BRDN0001500614,91056
8539,BRDN0001502092,91056
8540,BRDN0000580209,148327
8541,BRDN0000579804,148327
8542,BRDN0001052172,387597
8543,BRDN0001052162,387597
8544,BRDN0001585107,57722
8545,BRDN0001582748,57722
8546,BRDN0000734320,391192
8547,BRDN0000734271,391192
8548,BRDN0000734145,391192
8549,BRDN0001054262,338674
8550,BRDN0001054321,338674
8551,BRDN0001145139,138429
8552,BRDN0001146428,138429
8553,BRDN0001490288,5535
8554,BRDN0001480972,5535
8555,BRDN0001148566,169436
8556,BRDN0001147552,169436
8557,BRDN0001503623,57568
8558,BRDN0001502551,57568
8559,BRDN0001494359,219988
8560,BRDN0001495560,219988
8561,BRDN0001146866,54899
8562,BRDN0001147508,54899
8563,BRDN0001148185,138474
8564,BRDN0001145988,138474
8565,BRDN0001501045,123876
8566,BRDN0001500370,123876
8567,BRDN0001499886,348158
8568,BRDN0001501834,348158
8569,BRDN0001499187,150365
8570,BRDN0001497969,150365
8571,BRDN0001144843,9020
8572,BRDN0001144896,9020
8573,BRDN0001147819,389840
8574,BRDN0001149244,389840
8575,BRDN0001147646,84451
8576,BRDN0001145844,84451
8577,BRDN0001054103,219873
8578,BRDN0001054175,219873
8579,BRDN0001501421,390201
8580,BRDN0001502006,390201
8581,BRDN0001054508,284521
8582,BRDN0001054202,284521
8583,BRDN0001495104,219968
8584,BRDN0001495228,219968
8585,BRDN0001503862,5175
8586,BRDN0001500523,5175
8587,BRDN0001495632,90102
8588,BRDN0001495511,90102
8589,BRDN0001518655,29128
8590,BRDN0001499790,29128
8591,BRDN0001497228,146225
8592,BRDN0001495005,146225
8593,BRDN0001583109,112616
8594,BRDN0001586632,112616
8595,BRDN0001489385,84876
8596,BRDN0001481737,84876
8597,BRDN0001584779,147645
8598,BRDN0001583688,147645
8599,BRDN0001584578,5169
8600,BRDN0001584118,5169
8601,BRDN0001481126,116444
8602,BRDN0001481380,116444
8603,BRDN0001502029,152789
8604,BRDN0001502412,152789
8605,BRDN0001499723,84879
8606,BRDN0001499417,84879
8607,BRDN0001500581,204474
8608,BRDN0001501218,204474
8609,BRDN0001518867,388531
8610,BRDN0001501913,388531
8611,BRDN0001486647,222545
8612,BRDN0001482330,222545
8613,BRDN0001052731,91937
8614,BRDN0001052082,91937
8615,BRDN0001500889,114827
8616,BRDN0001500056,114827
8617,BRDN0001148082,84930
8618,BRDN0001148591,84930
8619,BRDN0001499332,115416
8620,BRDN0001498768,115416
8621,BRDN0001581887,126014
8622,BRDN0001585602,126014
8623,BRDN0001498305,116071
8624,BRDN0001499165,116071
8625,BRDN0001146878,817
8626,BRDN0001146856,817
8627,BRDN0001145638,84254
8628,BRDN0001147371,84254
8629,BRDN0001502442,84557
8630,BRDN0001500042,84557
8631,BRDN0001497961,120400
8632,BRDN0001499709,120400
8633,BRDN0001501747,168391
8634,BRDN0001502607,168391
8635,BRDN0001487215,3742
8636,BRDN0001484191,3742
8637,BRDN0001485694,3743
8638,BRDN0001485646,3743
8639,BRDN0001489270,27133
8640,BRDN0001486671,27133
8641,BRDN0001481476,90134
8642,BRDN0001489543,90134
8643,BRDN0001480859,56479
8644,BRDN0001484033,56479
8645,BRDN0001582676,388364
8646,BRDN0001582353,388364
8647,BRDN0001581427,126259
8648,BRDN0001584515,126259
8649,BRDN0001479788,154807
8650,BRDN0001483648,154807
8651,BRDN0001586669,85479
8652,BRDN0001585010,85479
8653,BRDN0001500010,80315
8654,BRDN0001503607,80315
8655,BRDN0001482768,55879
8656,BRDN0001483664,55879
8657,BRDN0001498893,3127
8658,BRDN0001498609,3127
8659,BRDN0001481575,386617
8660,BRDN0001481891,386617
8661,BRDN0001483649,3769
8662,BRDN0001482234,3769
8663,BRDN0001501073,84152
8664,BRDN0001503475,84152
8665,BRDN0001586595,266747
8666,BRDN0001584766,266747
8667,BRDN0001147184,23678
8668,BRDN0001146019,23678
8669,BRDN0001052406,23678
8670,BRDN0001584344,340205
8671,BRDN0001584553,340205
8672,BRDN0001585444,285852
8673,BRDN0001584039,285852
8674,BRDN0001500183,285126
8675,BRDN0001501145,285126
8676,BRDN0001502484,126626
8677,BRDN0001501413,126626
8678,BRDN0001503503,26258
8679,BRDN0001503337,26258
8680,BRDN0001502928,57222
8681,BRDN0001502940,57222
8682,BRDN0001483045,2565
8683,BRDN0001480301,2565
8684,BRDN0001586421,148823
8685,BRDN0001585916,148823
8686,BRDN0001503137,3118
8687,BRDN0001497927,3118
8688,BRDN0001484319,57528
8689,BRDN0001489555,57528
8690,BRDN0001481712,50801
8691,BRDN0001479503,50801
8692,BRDN0001483919,51305
8693,BRDN0001480137,51305
8694,BRDN0001519290,131474
8695,BRDN0001502474,131474
8696,BRDN0001503432,128869
8697,BRDN0001503702,128869
8698,BRDN0001497766,284098
8699,BRDN0001499211,284098
8700,BRDN0001480906,343450
8701,BRDN0001485742,343450
8702,BRDN0001581542,89858
8703,BRDN0001583570,89858
8704,BRDN0001056867,83852
8705,BRDN0001057115,83852
8706,BRDN0001499836,83690
8707,BRDN0001519154,83690
8708,BRDN0001499699,57475
8709,BRDN0001499137,57475
8710,BRDN0001482550,157855
8711,BRDN0001487732,157855
8712,BRDN0000585434,112483
8713,BRDN0000585647,112483
8714,BRDN0001056713,80854
8715,BRDN0001056892,80854
8716,BRDN0001503527,55808
8717,BRDN0001502359,55808
8718,BRDN0001484459,121642
8719,BRDN0001483831,121642
8720,BRDN0001584611,140564
8721,BRDN0001586575,140564
8722,BRDN0001584848,164668
8723,BRDN0001584661,164668
8724,BRDN0001501325,646450
8725,BRDN0001519531,646450
8726,BRDN0001147521,440275
8727,BRDN0001145948,440275
8728,BRDN0001585127,85450
8729,BRDN0001582285,85450
8730,BRDN0001144955,29993
8731,BRDN0001148567,29993
8732,BRDN0001066024,54931
8733,BRDN0001066118,54931
8734,BRDN0001586640,441864
8735,BRDN0001585627,441864
8736,BRDN0001586518,388551
8737,BRDN0001583305,388551
8738,BRDN0001586813,729767
8739,BRDN0001582939,729767
8740,BRDN0001584408,56971
8741,BRDN0001581415,56971
8742,BRDN0001587046,125931
8743,BRDN0001582950,125931
8744,BRDN0001147132,53632
8745,BRDN0001146704,53632
8746,BRDN0001495633,133482
8747,BRDN0001494805,133482
8748,BRDN0001586208,57611
8749,BRDN0001586477,57611
8750,BRDN0001487051,136332
8751,BRDN0001147114,136332
8752,BRDN0001497986,57605
8753,BRDN0001499757,57605
8754,BRDN0001584038,80274
8755,BRDN0001586933,80274
8756,BRDN0001502664,10910
8757,BRDN0001501804,10910
8758,BRDN0000990470,338596
8759,BRDN0000990384,338596
8760,BRDN0001586270,143458
8761,BRDN0001581317,143458
8762,BRDN0001498391,55154
8763,BRDN0001499496,55154
8764,BRDN0001487331,51091
8765,BRDN0001487805,51091
8766,BRDN0001499883,84002
8767,BRDN0001500956,84002
8768,BRDN0001504600,170850
8769,BRDN0001495666,170850
8770,BRDN0001488342,50484
8771,BRDN0001480349,50484
8772,BRDN0001148186,91419
8773,BRDN0001145935,91419
8774,BRDN0001058016,65059
8775,BRDN0001058198,65059
8776,BRDN0001496842,100170841
8777,BRDN0001495265,100170841
8778,BRDN0001144979,91156
8779,BRDN0001146137,91156
8780,BRDN0001482373,10008
8781,BRDN0001487863,10008
8782,BRDN0001483299,29850
8783,BRDN0001489598,29850
8784,BRDN0001147821,54822
8785,BRDN0001145424,54822
8786,BRDN0001484948,162514
8787,BRDN0001484029,162514
8788,BRDN0001582559,390072
8789,BRDN0001583636,390072
8790,BRDN0001585621,345557
8791,BRDN0001584709,345557
8792,BRDN0001147702,260425
8793,BRDN0001148697,260425
8794,BRDN0001585555,641700
8795,BRDN0001583542,641700
8796,BRDN0001481359,200959
8797,BRDN0001485095,200959
8798,BRDN0001483204,348980
8799,BRDN0001481858,348980
8800,BRDN0001488994,57657
8801,BRDN0001479885,57657
8802,BRDN0001495905,284358
8803,BRDN0001504565,284358
8804,BRDN0001503174,80270
8805,BRDN0001498166,80270
8806,BRDN0001498063,3812
8807,BRDN0001498989,3812
8808,BRDN0000585495,6725
8809,BRDN0001146489,6725
8810,BRDN0001145510,6725
8811,BRDN0001503760,8544
8812,BRDN0001500781,8544
8813,BRDN0001146399,7273
8814,BRDN0001145502,7273
8815,BRDN0001056201,2010
8816,BRDN0001056113,2010
8817,BRDN0001482044,3249
8818,BRDN0001482045,3249
8819,BRDN0001495698,3952
8820,BRDN0001497384,3952
8821,BRDN0001495168,4683
8822,BRDN0001495496,4683
8823,BRDN0001054319,51199
8824,BRDN0001054291,51199
8825,BRDN0001497524,6899
8826,BRDN0001495858,6899
8827,BRDN0001484983,8029
8828,BRDN0001488354,8029
8829,BRDN0001481350,1634
8830,BRDN0001481092,1634
8831,BRDN0001488669,2006
8832,BRDN0001484738,2006
8833,BRDN0001495628,9663
8834,BRDN0001494791,9663
8835,BRDN0001498530,5962
8836,BRDN0001499456,5962
8837,BRDN0001503925,23336
8838,BRDN0001500406,23336
8839,BRDN0001583025,8876
8840,BRDN0001582537,8876
8841,BRDN0001584450,8875
8842,BRDN0001584338,8875
8843,BRDN0001499905,84162
8844,BRDN0001502818,84162
8845,BRDN0001499285,30009
8846,BRDN0001498671,30009
8847,BRDN0001489902,176
8848,BRDN0001486773,176
8849,BRDN0001496641,6311
8850,BRDN0001495434,6311
8851,BRDN0001586223,63827
8852,BRDN0001584201,63827
8853,BRDN0000583452,821
8854,BRDN0000583503,821
8855,BRDN0001066942,51185
8856,BRDN0001066690,51185
8857,BRDN0001066688,51185
8858,BRDN0001066687,51185
8859,BRDN0001052351,51185
8860,BRDN0001066774,51185
8861,BRDN0001501590,27132
8862,BRDN0001500210,27132
8863,BRDN0001497796,8453
8864,BRDN0001498830,8453
8865,BRDN0001053811,8452
8866,BRDN0001060489,8452
8867,BRDN0003691864,8452
8868,BRDN0003691775,8452
8869,BRDN0003691865,8452
8870,BRDN0001053846,8452
8871,BRDN0001060395,8452
8872,BRDN0000585476,892
8873,BRDN0000585393,892
8874,TRCN0000163873,64319
8875,TRCN0000165454,64319
8876,TRCN0000165760,64319
8877,CGS001-64319,64319
8878,BRDN0001145648,2395
8879,BRDN0001144784,2395
8880,BRDN0001498832,2934
8881,BRDN0001498526,2934
8882,BRDN0001907499,10243
8883,BRDN0001519297,84823
8884,BRDN0001503177,84823
8885,BRDN0001495776,9404
8886,BRDN0001495839,9404
8887,BRDN0001481773,4069
8888,BRDN0001479740,4069
8889,BRDN0001487419,4069
8890,BRDN0001501194,6901
8891,BRDN0001502530,6901
8892,TRCN0000033546,7247
8893,TRCN0000033547,7247
8894,TRCN0000033548,7247
8895,CGS001-7247,7247
8896,BRDN0001495989,1462
8897,BRDN0001496285,1462
8898,BRDN0001501173,120
8899,BRDN0001502366,120
8900,BRDN0001488380,834
8901,BRDN0001479165,834
8902,BRDN0001585053,837
8903,BRDN0001585840,837
8904,BRDN0001585220,838
8905,BRDN0001583257,838
8906,BRDN0001055408,841
8907,BRDN0000563492,841
8908,BRDN0000563837,842
8909,BRDN0000564135,842
8910,BRDN0001495385,9076
8911,BRDN0001497154,9076
8912,BRDN0001496963,894
8913,BRDN0001495878,894
8914,BRDN0001483558,898
8915,BRDN0001486604,898
8916,BRDN0001481254,904
8917,BRDN0001487524,904
8918,BRDN0001498990,905
8919,BRDN0001497604,905
8920,BRDN0001497935,1942
8921,BRDN0001499695,1942
8922,BRDN0001499822,1944
8923,BRDN0001518638,1944
8924,BRDN0001495480,1945
8925,BRDN0001494673,1945
8926,TRCN0000059158,1949
8927,TRCN0000059159,1949
8928,TRCN0000059160,1949
8929,CGS001-1949,1949
8930,BRDN0001502131,2199
8931,BRDN0001502790,2199
8932,BRDN0001499172,10516
8933,BRDN0001503186,10516
8934,BRDN0001585141,2219
8935,BRDN0001584145,2219
8936,BRDN0001502885,8547
8937,BRDN0001498622,8547
8938,BRDN0001494918,2317
8939,BRDN0001495656,2317
8940,BRDN0001495513,3852
8941,BRDN0001494669,3852
8942,TRCN0000059748,10651
8943,TRCN0000059749,10651
8944,TRCN0000059752,10651
8945,CGS001-10651,10651
8946,BRDN0001495566,4151
8947,BRDN0001496301,4151
8948,BRDN0001503569,4643
8949,BRDN0001503280,4643
8950,BRDN0001581979,4542
8951,BRDN0001583408,4542
8952,BRDN0001499077,4644
8953,BRDN0001498007,4644
8954,BRDN0001496006,4811
8955,BRDN0001496924,4811
8956,BRDN0001485181,5727
8957,BRDN0001484891,5727
8958,BRDN0001483342,5727
8959,BRDN0001496925,5358
8960,BRDN0001497190,5358
8961,BRDN0001054828,5361
8962,BRDN0001054927,5361
8963,TRCN0000061498,5362
8964,TRCN0000061500,5362
8965,TRCN0000061502,5362
8966,BRDN0001145327,55558
8967,BRDN0001145428,55558
8968,BRDN0001495065,5364
8969,BRDN0001504569,5364
8970,BRDN0001586545,10154
8971,BRDN0001584893,10154
8972,BRDN0001586868,5552
8973,BRDN0001584166,5552
8974,BRDN0001503641,57698
8975,BRDN0001501492,57698
8976,BRDN0001057418,23411
8977,BRDN0001056737,23411
8978,BRDN0001056972,22933
8979,BRDN0001056840,22933
8980,BRDN0001057178,23409
8981,BRDN0001057008,23409
8982,BRDN0001056925,23408
8983,BRDN0001057599,23408
8984,BRDN0001057962,51548
8985,BRDN0001056813,51548
8986,BRDN0001057374,51547
8987,BRDN0001056998,51547
8988,BRDN0001056728,51547
8989,BRDN0001056772,51547
8990,BRDN0001065478,8658
8991,BRDN0001065301,8658
8992,BRDN0001481778,7349
8993,BRDN0001486686,7349
8994,BRDN0001487076,65220
8995,BRDN0001146533,65220
8996,BRDN0000579927,6663
8997,BRDN0000582708,6663
8998,BRDN0001065660,64321
8999,BRDN0001065802,64321
9000,BRDN0001486826,60
9001,BRDN0001480851,60
9002,BRDN0001483606,60
9003,BRDN0001480613,283
9004,BRDN0001484020,283
9005,BRDN0001483788,301
9006,BRDN0001486382,301
9007,BRDN0001480253,301
9008,BRDN0001499559,306
9009,BRDN0001499147,306
9010,BRDN0001499251,306
9011,BRDN0001483896,308
9012,BRDN0001480864,308
9013,BRDN0001485951,308
9014,BRDN0001500362,8416
9015,BRDN0001502365,8416
9016,TRCN0000050823,383
9017,TRCN0000050825,383
9018,TRCN0000050826,383
9019,CGS001-383,383
9020,BRDN0000987893,383
9021,BRDN0000987888,383
9022,BRDN0001481273,384
9023,BRDN0001489441,384
9024,BRDN0001562477,999
9025,BRDN0001563186,999
9026,BRDN0001485330,1003
9027,BRDN0001485332,1003
9028,BRDN0001583613,1004
9029,BRDN0001582155,1004
9030,BRDN0001496090,6650
9031,BRDN0001496276,6650
9032,BRDN0001582906,857
9033,BRDN0001586384,857
9034,BRDN0001582364,858
9035,BRDN0001583196,858
9036,BRDN0001500949,5010
9037,BRDN0001503435,5010
9038,BRDN0001498438,1471
9039,BRDN0001498221,1471
9040,BRDN0001583664,8530
9041,BRDN0001583725,8530
9042,BRDN0000986563,1756
9043,BRDN0000986531,1756
9044,BRDN0001484744,2098
9045,BRDN0001483124,2098
9046,BRDN0001053803,7514
9047,BRDN0001053798,7514
9048,BRDN0000582754,201163
9049,BRDN0000582764,201163
9050,BRDN0001485267,3956
9051,BRDN0001486049,3956
9052,BRDN0001489264,3956
9053,BRDN0001498802,3957
9054,BRDN0001499424,3957
9055,BRDN0001495588,3958
9056,BRDN0001496182,3958
9057,BRDN0001054278,3965
9058,BRDN0001054298,3965
9059,BRDN0001054144,2239
9060,BRDN0001054228,2239
9061,BRDN0001498465,10578
9062,BRDN0001499095,10578
9063,BRDN0001582618,3001
9064,BRDN0001581763,3001
9065,BRDN0001498790,2999
9066,BRDN0001499516,2999
9067,BRDN0001581434,3003
9068,BRDN0001585372,3003
9069,BRDN0000585427,3004
9070,BRDN0000586009,3004
9071,BRDN0001480665,10855
9072,BRDN0001479915,10855
9073,BRDN0000734845,3880
9074,BRDN0000734629,3880
9075,BRDN0001518714,25984
9076,BRDN0001502722,25984
9077,BRDN0001584579,9172
9078,BRDN0001582573,9172
9079,BRDN0001563188,4650
9080,BRDN0001562783,4650
9081,BRDN0001586269,4756
9082,BRDN0001581391,4756
9083,BRDN0001498713,4814
9084,BRDN0001502945,4814
9085,BRDN0001495770,10133
9086,BRDN0001495907,10133
9087,BRDN0001562882,24145
9088,BRDN0001483466,24145
9089,BRDN0001497430,5551
9090,BRDN0001497114,5551
9091,BRDN0001581511,5341
9092,BRDN0001581237,5341
9093,BRDN0001586054,10630
9094,BRDN0001587030,10630
9095,BRDN0001582755,8842
9096,BRDN0001585869,8842
9097,BRDN0001490082,6401
9098,BRDN0001483683,6401
9099,BRDN0001486933,6402
9100,BRDN0001482985,6402
9101,BRDN0001479348,6403
9102,BRDN0001487448,6403
9103,BRDN0001500981,6272
9104,BRDN0001501735,6272
9105,BRDN0001582804,23166
9106,BRDN0001584500,23166
9107,BRDN0001486031,81551
9108,BRDN0001479599,81551
9109,BRDN0001907438,6853
9110,BRDN0001907422,6853
9111,BRDN0001581607,6382
9112,BRDN0001581240,6382
9113,BRDN0001502988,6383
9114,BRDN0001499555,6383
9115,BRDN0001502063,6385
9116,BRDN0001502542,6385
9117,BRDN0001498023,6809
9118,BRDN0001498485,6809
9119,BRDN0001497489,3371
9120,BRDN0001496712,3371
9121,BRDN0001479284,7299
9122,BRDN0001485607,7299
9123,BRDN0001486805,7299
9124,BRDN0001494699,79572
9125,BRDN0001497499,79572
9126,BRDN0001497247,79572
9127,BRDN0001496687,79572
9128,BRDN0000733763,598
9129,BRDN0000733798,598
9130,BRDN0003097886,598
9131,BRDN0003097853,598
9132,BRDN0003097703,598
9133,BRDN0000563734,599
9134,BRDN0000564261,599
9135,BRDN0001495279,27436
9136,BRDN0001494615,27436
9137,BRDN0001495038,27436
9138,BRDN0001494889,27436
9139,BRDN0001519130,10314
9140,BRDN0001518643,10314
9141,BRDN0001488530,48
9142,BRDN0001486088,48
9143,BRDN0001480762,50
9144,BRDN0001480566,50
9145,BRDN0003228610,50
9146,BRDN0001479497,50
9147,BRDN0001485943,50
9148,BRDN0001483774,55107
9149,BRDN0001489548,55107
9150,BRDN0001487844,366
9151,BRDN0001480718,366
9152,BRDN0001500456,705
9153,BRDN0001502025,705
9154,BRDN0001583866,1009
9155,BRDN0001585717,1009
9156,BRDN0001907426,793
9157,BRDN0001907357,793
9158,BRDN0001481095,5476
9159,BRDN0001478945,5476
9160,BRDN0001488124,1508
9161,BRDN0001485114,1508
9162,BRDN0001485373,1508
9163,BRDN0001501368,1075
9164,BRDN0001503858,1075
9165,BRDN0001584788,1510
9166,BRDN0001586691,1510
9167,BRDN0001483643,8722
9168,BRDN0001487525,8722
9169,BRDN0001489120,1511
9170,BRDN0001486732,1511
9171,BRDN0001481631,1512
9172,BRDN0001486366,1512
9173,BRDN0001485998,1512
9174,BRDN0000734008,1513
9175,BRDN0000735253,1513
9176,BRDN0001484946,1520
9177,BRDN0001485752,1520
9178,BRDN0001495871,1521
9179,BRDN0001504371,1521
9180,BRDN0001056983,10951
9181,BRDN0001057132,10951
9182,BRDN0001056706,10951
9183,BRDN0001057007,10951
9184,BRDN0001056937,11335
9185,BRDN0001057727,11335
9186,BRDN0001057655,8535
9187,BRDN0001057012,8535
9188,BRDN0001056821,23468
9189,BRDN0001057851,23468
9190,BRDN0001057014,23466
9191,BRDN0001056734,23466
9192,BRDN0001057016,23492
9193,BRDN0001057159,23492
9194,BRDN0001057708,57332
9195,BRDN0001057136,57332
9196,BRDN0001583053,1272
9197,BRDN0001584060,1272
9198,BRDN0001480723,9266
9199,BRDN0001487820,9266
9200,BRDN0001481170,9266
9201,BRDN0001483612,9266
9202,BRDN0001479736,9266
9203,BRDN0001481614,9266
9204,BRDN0001586339,27128
9205,BRDN0001582001,27128
9206,BRDN0001582711,2200
9207,BRDN0001586012,2200
9208,BRDN0001581430,10468
9209,BRDN0001587129,10468
9210,BRDN0001503297,55876
9211,BRDN0001500802,55876
9212,BRDN0001148699,2645
9213,BRDN0001144982,2645
9214,BRDN0001500857,3200
9215,BRDN0001519652,3200
9216,BRDN0001066378,3934
9217,BRDN0001066551,3934
9218,BRDN0001066550,3934
9219,BRDN0001066375,3934
9220,BRDN0001504322,5806
9221,BRDN0001496210,5806
9222,TRCN0000073918,5184
9223,TRCN0000073920,5184
9224,TRCN0000073922,5184
9225,CGS001-5184,5184
9226,BRDN0001584952,6693
9227,BRDN0001585957,6693
9228,BRDN0001501068,8676
9229,BRDN0001500724,8676
9230,BRDN0001481702,7295
9231,BRDN0001482103,7295
9232,BRDN0000734583,7314
9233,BRDN0000734260,7314
9234,BRDN0000733517,7314
9235,BRDN0000733847,7314
9236,BRDN0000564726,10018
9237,BRDN0001499581,79370
9238,BRDN0001498739,79370
9239,BRDN0001054220,914
9240,BRDN0001146864,914
9241,BRDN0001052435,920
9242,BRDN0001052233,920
9243,BRDN0001499306,921
9244,BRDN0001498522,921
9245,BRDN0001497882,923
9246,BRDN0001498982,923
9247,BRDN0001519430,924
9248,BRDN0001503286,924
9249,BRDN0001586801,928
9250,BRDN0001585426,928
9251,BRDN0001481435,3980
9252,BRDN0001482147,3980
9253,BRDN0001496653,3981
9254,BRDN0001496793,3981
9255,BRDN0001519350,84525
9256,BRDN0001499583,84525
9257,BRDN0001502130,79778
9258,BRDN0001502122,79778
9259,BRDN0001148657,55781
9260,BRDN0001149366,55781
9261,BRDN0001147015,8780
9262,BRDN0001147200,8780
9263,TRCN0000195627,9344
9264,TRCN0000233517,9344
9265,TRCN0000233518,9344
9266,CGS001-9344,9344
9267,BRDN0001148565,9344
9268,BRDN0001162486,9344
9269,BRDN0001148268,51347
9270,BRDN0001149068,51347
9271,BRDN0001502558,374
9272,BRDN0001500339,374
9273,BRDN0000585013,7439
9274,BRDN0000584988,7439
9275,BRDN0001482304,811
9276,BRDN0001484583,811
9277,BRDN0001500343,1474
9278,BRDN0001500649,1474
9279,BRDN0001500031,1828
9280,BRDN0001503442,1828
9281,TRCN0000056593,2230
9282,TRCN0000056594,2230
9283,TRCN0000056597,2230
9284,CGS001-2230,2230
9285,BRDN0001486530,2230
9286,BRDN0001489266,2230
9287,BRDN0001489630,2739
9288,BRDN0001482349,2739
9289,BRDN0001162212,3099
9290,BRDN0001149267,3099
9291,BRDN0001146645,3101
9292,BRDN0001149028,3101
9293,BRDN0001480761,8942
9294,BRDN0001480855,8942
9295,BRDN0001500991,79083
9296,BRDN0001500883,79083
9297,BRDN0001495952,22915
9298,BRDN0001497426,22915
9299,BRDN0001500918,3084
9300,BRDN0001501790,4828
9301,BRDN0001519511,4828
9302,BRDN0001052416,8829
9303,BRDN0001052863,8829
9304,BRDN0001496897,8828
9305,BRDN0001497245,8828
9306,BRDN0001586798,27020
9307,BRDN0001583368,27020
9308,BRDN0001583410,5079
9309,BRDN0001584045,5079
9310,BRDN0001482190,5663
9311,BRDN0001488553,5663
9312,BRDN0001054122,11331
9313,BRDN0001054421,11331
9314,BRDN0001054198,11331
9315,BRDN0001500800,10073
9316,BRDN0001500509,10073
9317,BRDN0001486142,6750
9318,BRDN0001482337,6750
9319,BRDN0001584350,57188
9320,BRDN0001582903,57188
