gene_from,relationship,gene_to
26740,INHIBITION,409
2785,INHIBITION,776
54951,INHIBITION,79176
84085,INHIBITION,54951
390061,INHIBITION,157
5055,INHIBITION,6775
390271,INHIBITION,408
285231,INHIBITION,23291
5624,INHIBITION,2153
5568,INHIBITION,122742
10772,INHIBITION,6628
390321,INHIBITION,156
1978,INHIBITION,28956
1522,INHIBITION,596
109,INHIBITION,10681
6351,INHIBITION,63940
157,INHIBITION,284433
8390,INHIBITION,5567
219479,INHIBITION,5566
774,INHIBITION,2771
2779,INHIBITION,6295
58498,INHIBITION,4660
3446,INHIBITION,3444
285231,INHIBITION,79176
3188,INHIBITION,10772
1051,INHIBITION,4261
8349,INHIBITION,26523
144124,INHIBITION,5567
8340,INHIBITION,7057
7128,INHIBITION,10454
81282,INHIBITION,157
409,INHIBITION,138805
5791,INHIBITION,8543
26224,INHIBITION,150726
3265,INHIBITION,2335
55336,INHIBITION,150684
9134,INHIBITION,25847
815,INHIBITION,114
330,INHIBITION,841
3560,INHIBITION,3718
5747,INHIBITION,5576
23194,INHIBITION,6500
585,INHIBITION,92482
156,INHIBITION,391191
2357,INHIBITION,126006
55336,INHIBITION,8945
6927,INHIBITION,4609
23194,INHIBITION,170622
259290,INHIBITION,29899
5568,INHIBITION,8590
4085,INHIBITION,996
5566,INHIBITION,2997
26692,INHIBITION,5567
1030,INHIBITION,595
5566,INHIBITION,343172
8334,INHIBITION,57690
128239,INHIBITION,4221
4893,INHIBITION,2266
390445,INHIBITION,409
5414,INHIBITION,331
5568,INHIBITION,374291
3572,INHIBITION,5781
5566,INHIBITION,138802
2852,INHIBITION,63940
783,INHIBITION,5518
26664,INHIBITION,5568
582,INHIBITION,55212
5567,INHIBITION,119692
916,INHIBITION,2770
5566,INHIBITION,26533
1031,INHIBITION,1019
8341,INHIBITION,2811
23194,INHIBITION,93611
9776,INHIBITION,64798
3458,INHIBITION,5777
84232,INHIBITION,58528
7297,INHIBITION,3444
4008,INHIBITION,84259
8936,INHIBITION,26999
54951,INHIBITION,7428
7314,INHIBITION,51397
7186,INHIBITION,2274
6752,INHIBITION,26086
6773,INHIBITION,3451
5567,INHIBITION,390271
391192,INHIBITION,5567
408,INHIBITION,346525
330,INHIBITION,1512
23142,INHIBITION,80204
22916,INHIBITION,4670
5499,INHIBITION,817
1017,INHIBITION,10393
28227,INHIBITION,596
2786,INHIBITION,778
219956,INHIBITION,409
54951,INHIBITION,26190
246184,INHIBITION,9232
5568,INHIBITION,79339
5566,INHIBITION,26189
84823,INHIBITION,839
5432,INHIBITION,5434
7529,INHIBITION,409
26648,INHIBITION,5568
283807,INHIBITION,114907
5055,INHIBITION,5340
57007,INHIBITION,29899
6502,INHIBITION,79176
2812,INHIBITION,2147
59284,INHIBITION,55844
89780,INHIBITION,27121
116835,INHIBITION,6767
7529,INHIBITION,7534
4638,INHIBITION,5062
81858,INHIBITION,7128
5566,INHIBITION,4701
6915,INHIBITION,54331
80824,INHIBITION,5602
26190,INHIBITION,54951
26086,INHIBITION,2783
84282,INHIBITION,23586
2247,INHIBITION,26281
5518,INHIBITION,10369
51397,INHIBITION,6502
441670,INHIBITION,5567
4993,INHIBITION,5567
8453,INHIBITION,23142
23191,INHIBITION,8936
207,INHIBITION,27154
28991,INHIBITION,4738
409,INHIBITION,393046
126006,INHIBITION,1325
8648,INHIBITION,3952
114907,INHIBITION,222235
4067,INHIBITION,55824
254879,INHIBITION,5566
3304,INHIBITION,57805
409,INHIBITION,219473
9021,INHIBITION,3446
701,INHIBITION,991
126006,INHIBITION,259295
835,INHIBITION,4000
23538,INHIBITION,408
3127,INHIBITION,5788
3586,INHIBITION,3553
26259,INHIBITION,26267
84085,INHIBITION,6500
3119,INHIBITION,5788
3551,INHIBITION,7249
6196,INHIBITION,3845
2788,INHIBITION,109
25870,INHIBITION,347527
8844,INHIBITION,2266
8590,INHIBITION,156
4242,INHIBITION,4855
8844,INHIBITION,1445
5566,INHIBITION,219982
9978,INHIBITION,9134
144699,INHIBITION,54620
54620,INHIBITION,28952
6502,INHIBITION,170622
408,INHIBITION,390261
26232,INHIBITION,51397
338755,INHIBITION,5566
7128,INHIBITION,11035
123016,INHIBITION,27241
5187,INHIBITION,5501
5502,INHIBITION,5520
51434,INHIBITION,891
2781,INHIBITION,5747
80204,INHIBITION,26272
9113,INHIBITION,8994
54939,INHIBITION,123879
3932,INHIBITION,3560
4087,INHIBITION,4092
26272,INHIBITION,26267
8484,INHIBITION,26086
3065,INHIBITION,192669
779,INHIBITION,2770
5522,INHIBITION,207
6667,INHIBITION,1374
54939,INHIBITION,7323
1154,INHIBITION,3716
4660,INHIBITION,4628
26999,INHIBITION,5881
79791,INHIBITION,23291
410,INHIBITION,25870
3454,INHIBITION,3445
865,INHIBITION,4343
5934,INHIBITION,890
26270,INHIBITION,26235
3716,INHIBITION,3560
55012,INHIBITION,27092
3672,INHIBITION,831
115290,INHIBITION,54165
26268,INHIBITION,80028
55294,INHIBITION,26234
11213,INHIBITION,3556
8900,INHIBITION,996
4636,INHIBITION,5501
4893,INHIBITION,5037
9040,INHIBITION,93611
6616,INHIBITION,2771
3002,INHIBITION,7846
1956,INHIBITION,867
26735,INHIBITION,5566
23412,INHIBITION,51725
5568,INHIBITION,26689
5888,INHIBITION,7027
324,INHIBITION,7855
5567,INHIBITION,6608
3708,INHIBITION,8678
57690,INHIBITION,4851
51725,INHIBITION,29099
119692,INHIBITION,5568
409,INHIBITION,256148
1950,INHIBITION,1499
5567,INHIBITION,128372
442194,INHIBITION,5568
22909,INHIBITION,57599
23191,INHIBITION,55845
2909,INHIBITION,3265
23291,INHIBITION,286151
1185,INHIBITION,7529
5566,INHIBITION,284521
5567,INHIBITION,390142
7015,INHIBITION,7157
157,INHIBITION,128371
3672,INHIBITION,5576
246184,INHIBITION,9133
2205,INHIBITION,5894
4485,INHIBITION,10653
7471,INHIBITION,54361
152831,INHIBITION,2254
219479,INHIBITION,157
123879,INHIBITION,6502
156,INHIBITION,391194
1869,INHIBITION,6045
7529,INHIBITION,8805
23523,INHIBITION,4654
85236,INHIBITION,7343
103910,INHIBITION,5500
56957,INHIBITION,1147
390326,INHIBITION,408
403282,INHIBITION,5566
54850,INHIBITION,26268
390064,INHIBITION,409
94,INHIBITION,4090
84261,INHIBITION,80204
7471,INHIBITION,6425
123016,INHIBITION,6608
3276,INHIBITION,865
285231,INHIBITION,149951
3827,INHIBITION,29899
156,INHIBITION,401994
5058,INHIBITION,10398
5432,INHIBITION,4686
2919,INHIBITION,26086
3558,INHIBITION,3561
23291,INHIBITION,26235
201456,INHIBITION,150684
2773,INHIBITION,29899
54850,INHIBITION,26270
259287,INHIBITION,26086
26043,INHIBITION,3091
6425,INHIBITION,7474
3569,INHIBITION,3717
7316,INHIBITION,5796
156,INHIBITION,390275
8945,INHIBITION,8454
899,INHIBITION,23412
28991,INHIBITION,8945
156,INHIBITION,26533
115,INHIBITION,1268
80204,INHIBITION,150684
54951,INHIBITION,9040
26190,INHIBITION,149951
595,INHIBITION,7027
390191,INHIBITION,157
7137,INHIBITION,5519
5443,INHIBITION,126006
5567,INHIBITION,4991
222235,INHIBITION,6468
157,INHIBITION,219482
779,INHIBITION,2790
5925,INHIBITION,1017
408,INHIBITION,26246
126433,INHIBITION,8454
153129,INHIBITION,1977
7476,INHIBITION,6424
3448,INHIBITION,3451
6500,INHIBITION,5618
5516,INHIBITION,2932
3265,INHIBITION,10252
2963,INHIBITION,5434
10681,INHIBITION,55811
7057,INHIBITION,8338
338398,INHIBITION,29899
9184,INHIBITION,29945
207,INHIBITION,7862
6423,INHIBITION,7480
4193,INHIBITION,7311
53632,INHIBITION,57521
130399,INHIBITION,199699
8074,INHIBITION,152831
5439,INHIBITION,5433
2785,INHIBITION,115
55799,INHIBITION,5523
9365,INHIBITION,3643
4087,INHIBITION,25942
8387,INHIBITION,5568
5568,INHIBITION,26664
3987,INHIBITION,207
390077,INHIBITION,156
5521,INHIBITION,55799
80319,INHIBITION,1855
26086,INHIBITION,2919
7343,INHIBITION,54145
55336,INHIBITION,899
5527,INHIBITION,59284
1950,INHIBITION,1495
5567,INHIBITION,5350
7529,INHIBITION,10142
51397,INHIBITION,28991
91,INHIBITION,7044
1855,INHIBITION,59343
28952,INHIBITION,6468
26190,INHIBITION,26259
8737,INHIBITION,929
23014,INHIBITION,6468
390079,INHIBITION,157
8517,INHIBITION,8471
5568,INHIBITION,3762
81442,INHIBITION,5568
8324,INHIBITION,6424
83999,INHIBITION,8321
26338,INHIBITION,408
7531,INHIBITION,8851
26496,INHIBITION,5568
126006,INHIBITION,9568
138799,INHIBITION,408
51122,INHIBITION,144699
5501,INHIBITION,5610
207,INHIBITION,6416
54165,INHIBITION,7311
4670,INHIBITION,5441
6753,INHIBITION,123016
125963,INHIBITION,5567
1815,INHIBITION,26086
119679,INHIBITION,409
26234,INHIBITION,283807
157,INHIBITION,403284
7474,INHIBITION,89780
150684,INHIBITION,7428
4208,INHIBITION,2101
157,INHIBITION,390201
79791,INHIBITION,10517
595,INHIBITION,6927
409,INHIBITION,392309
55970,INHIBITION,126006
9971,INHIBITION,1581
8341,INHIBITION,27327
89780,INHIBITION,1499
26232,INHIBITION,26268
401994,INHIBITION,5568
3716,INHIBITION,6773
3265,INHIBITION,2668
26263,INHIBITION,79176
126006,INHIBITION,140
5921,INHIBITION,5894
2060,INHIBITION,1856
5567,INHIBITION,3672
841,INHIBITION,148022
782,INHIBITION,5501
9133,INHIBITION,1647
27241,INHIBITION,123016
390445,INHIBITION,5567
7088,INHIBITION,5467
80204,INHIBITION,6502
25793,INHIBITION,26272
255738,INHIBITION,3949
5599,INHIBITION,3310
10399,INHIBITION,7124
998,INHIBITION,1947
5908,INHIBITION,5900
3565,INHIBITION,3576
390883,INHIBITION,409
6323,INHIBITION,5567
8945,INHIBITION,55208
2962,INHIBITION,5436
156,INHIBITION,283162
5566,INHIBITION,2998
10398,INHIBITION,5058
5568,INHIBITION,391211
390648,INHIBITION,409
343171,INHIBITION,409
27330,INHIBITION,51256
51397,INHIBITION,6233
406,INHIBITION,9572
7428,INHIBITION,51397
6869,INHIBITION,29924
7297,INHIBITION,3565
2791,INHIBITION,776
219873,INHIBITION,408
126541,INHIBITION,5566
1147,INHIBITION,8471
4893,INHIBITION,22866
2861,INHIBITION,63940
5567,INHIBITION,391191
138804,INHIBITION,157
409,INHIBITION,120065
201456,INHIBITION,26263
93611,INHIBITION,26263
25998,INHIBITION,4067
3303,INHIBITION,5599
23014,INHIBITION,84259
3265,INHIBITION,8315
10641,INHIBITION,6396
107,INHIBITION,2770
56616,INHIBITION,332
7046,INHIBITION,5371
84259,INHIBITION,4008
1856,INHIBITION,4851
3717,INHIBITION,3593
8737,INHIBITION,7375
64344,INHIBITION,7428
5566,INHIBITION,128366
774,INHIBITION,2784
3776,INHIBITION,5566
6767,INHIBITION,3313
54620,INHIBITION,8454
9040,INHIBITION,149951
401993,INHIBITION,5568
5529,INHIBITION,779
59284,INHIBITION,5501
5567,INHIBITION,125962
100132074,INHIBITION,100533105
6502,INHIBITION,150726
5777,INHIBITION,2057
331,INHIBITION,1514
27327,INHIBITION,54145
7153,INHIBITION,286826
2264,INHIBITION,2247
390174,INHIBITION,5567
54585,INHIBITION,55212
3845,INHIBITION,369
5580,INHIBITION,8660
8826,INHIBITION,7529
7531,INHIBITION,7249
5518,INHIBITION,775
9040,INHIBITION,170622
55799,INHIBITION,5518
5437,INHIBITION,5438
390162,INHIBITION,156
5594,INHIBITION,5573
10284,INHIBITION,4087
781,INHIBITION,5529
3952,INHIBITION,9440
5521,INHIBITION,783
409,INHIBITION,2060
5468,INHIBITION,4790
5933,INHIBITION,898
5439,INHIBITION,5432
26246,INHIBITION,5567
120796,INHIBITION,5566
369,INHIBITION,10142
3667,INHIBITION,1147
5598,INHIBITION,51231
54620,INHIBITION,123879
126433,INHIBITION,9040
29899,INHIBITION,6352
6885,INHIBITION,4091
51330,INHIBITION,329
54468,INHIBITION,10641
157,INHIBITION,390436
150726,INHIBITION,54939
1268,INHIBITION,114
5566,INHIBITION,127069
1869,INHIBITION,11335
329,INHIBITION,7133
219869,INHIBITION,408
725,INHIBITION,720
7153,INHIBITION,5934
143496,INHIBITION,5568
63940,INHIBITION,8484
5438,INHIBITION,5432
112,INHIBITION,2786
115290,INHIBITION,54461
786,INHIBITION,5529
2906,INHIBITION,5500
51764,INHIBITION,778
26232,INHIBITION,55336
3716,INHIBITION,1154
26493,INHIBITION,157
109,INHIBITION,2787
29099,INHIBITION,84259
5595,INHIBITION,5515
7343,INHIBITION,8970
9133,INHIBITION,991
64344,INHIBITION,28991
3315,INHIBITION,54205
26259,INHIBITION,26232
3556,INHIBITION,11213
5523,INHIBITION,59283
1852,INHIBITION,5594
5502,INHIBITION,55844
157,INHIBITION,79541
54845,INHIBITION,5435
55294,INHIBITION,4738
186,INHIBITION,29899
100132074,INHIBITION,6446
29945,INHIBITION,701
54939,INHIBITION,26224
9099,INHIBITION,10616
207,INHIBITION,6300
26281,INHIBITION,9965
29099,INHIBITION,123879
170622,INHIBITION,8945
891,INHIBITION,51433
156,INHIBITION,143496
286826,INHIBITION,990
1540,INHIBITION,8737
3728,INHIBITION,5879
8900,INHIBITION,7321
3440,INHIBITION,3660
5567,INHIBITION,81127
8826,INHIBITION,998
3449,INHIBITION,9021
54951,INHIBITION,54461
5575,INHIBITION,23209
2735,INHIBITION,10284
7040,INHIBITION,11171
409,INHIBITION,26338
1050,INHIBITION,7124
55957,INHIBITION,1869
5771,INHIBITION,3630
111,INHIBITION,2790
6861,INHIBITION,775
8697,INHIBITION,1026
7094,INHIBITION,5573
138881,INHIBITION,157
2047,INHIBITION,5879
5567,INHIBITION,26532
80004,INHIBITION,4686
331,INHIBITION,7128
7324,INHIBITION,1027
10891,INHIBITION,9572
640,INHIBITION,6503
26341,INHIBITION,5568
63940,INHIBITION,1237
390201,INHIBITION,408
5579,INHIBITION,3635
79176,INHIBITION,170622
5566,INHIBITION,219417
409,INHIBITION,138804
3156,INHIBITION,5565
3716,INHIBITION,3449
596,INHIBITION,581
1390,INHIBITION,9586
9700,INHIBITION,27127
572,INHIBITION,7533
1856,INHIBITION,4853
8074,INHIBITION,9965
785,INHIBITION,5522
8945,INHIBITION,150684
80028,INHIBITION,26190
2247,INHIBITION,10818
157,INHIBITION,81050
390093,INHIBITION,409
5933,INHIBITION,7027
51586,INHIBITION,3952
4194,INHIBITION,6233
6233,INHIBITION,1029
283365,INHIBITION,409
4087,INHIBITION,6497
156,INHIBITION,26686
4343,INHIBITION,8331
346562,INHIBITION,63940
5566,INHIBITION,3765
815,INHIBITION,5142
26235,INHIBITION,25793
55588,INHIBITION,3952
156,INHIBITION,81341
1453,INHIBITION,7533
1029,INHIBITION,595
283111,INHIBITION,408
10000,INHIBITION,5519
51206,INHIBITION,5777
94235,INHIBITION,6323
283694,INHIBITION,408
123879,INHIBITION,51397
26086,INHIBITION,10850
1876,INHIBITION,672
4869,INHIBITION,3329
81472,INHIBITION,5567
5979,INHIBITION,3265
9133,INHIBITION,25847
10533,INHIBITION,3845
150726,INHIBITION,54165
7474,INHIBITION,22905
10369,INHIBITION,5523
408,INHIBITION,219487
85407,INHIBITION,1857
1388,INHIBITION,5500
57144,INHIBITION,85366
93611,INHIBITION,10517
84335,INHIBITION,208
933,INHIBITION,974
3449,INHIBITION,3454
51397,INHIBITION,26270
26716,INHIBITION,157
4008,INHIBITION,23014
5728,INHIBITION,192670
7478,INHIBITION,147111
5568,INHIBITION,390439
5567,INHIBITION,995
1081,INHIBITION,83729
5578,INHIBITION,5515
219469,INHIBITION,5566
3586,INHIBITION,7124
5922,INHIBITION,3265
581,INHIBITION,596
4092,INHIBITION,7048
146330,INHIBITION,51397
123879,INHIBITION,51725
7048,INHIBITION,25805
125963,INHIBITION,408
8074,INHIBITION,8823
929,INHIBITION,4064
4343,INHIBITION,57690
8517,INHIBITION,5037
54850,INHIBITION,170622
5568,INHIBITION,390260
2781,INHIBITION,920
30837,INHIBITION,3716
10517,INHIBITION,150684
3448,INHIBITION,3441
1495,INHIBITION,128239
408,INHIBITION,219983
26234,INHIBITION,54939
157,INHIBITION,390148
126433,INHIBITION,6502
8864,INHIBITION,79365
369,INHIBITION,8826
1869,INHIBITION,1028
7297,INHIBITION,3716
5879,INHIBITION,3071
6915,INHIBITION,10681
84100,INHIBITION,129880
29099,INHIBITION,64344
8717,INHIBITION,841
8590,INHIBITION,408
2535,INHIBITION,7483
815,INHIBITION,5139
25898,INHIBITION,5429
2736,INHIBITION,64399
5499,INHIBITION,103910
27091,INHIBITION,5515
81061,INHIBITION,409
1495,INHIBITION,3479
156,INHIBITION,120796
29924,INHIBITION,6869
4853,INHIBITION,27161
29899,INHIBITION,5660
23412,INHIBITION,26259
144699,INHIBITION,84259
673,INHIBITION,57670
5568,INHIBITION,219983
6502,INHIBITION,9040
4087,INHIBITION,3312
156,INHIBITION,256144
6885,INHIBITION,23118
8772,INHIBITION,356
5578,INHIBITION,836
28952,INHIBITION,899
5727,INHIBITION,2735
5568,INHIBITION,283297
775,INHIBITION,27345
2840,INHIBITION,126006
57599,INHIBITION,57697
5970,INHIBITION,91662
3295,INHIBITION,5970
283807,INHIBITION,10517
409,INHIBITION,144125
4627,INHIBITION,4659
7422,INHIBITION,4318
56957,INHIBITION,55072
51122,INHIBITION,26267
55208,INHIBITION,115290
5431,INHIBITION,22916
25805,INHIBITION,7040
5567,INHIBITION,126328
29899,INHIBITION,11251
5881,INHIBITION,10787
338674,INHIBITION,5567
2775,INHIBITION,779
783,INHIBITION,5522
1844,INHIBITION,5594
126433,INHIBITION,150726
5568,INHIBITION,26339
208,INHIBITION,57761
355,INHIBITION,5783
7482,INHIBITION,6424
9978,INHIBITION,26235
8835,INHIBITION,3667
208,INHIBITION,5520
2962,INHIBITION,7073
402135,INHIBITION,157
5725,INHIBITION,5436
4008,INHIBITION,54165
1901,INHIBITION,29899
5894,INHIBITION,8315
5104,INHIBITION,2160
2266,INHIBITION,7529
51122,INHIBITION,64344
6233,INHIBITION,4738
26190,INHIBITION,23412
26648,INHIBITION,5566
55336,INHIBITION,285231
10142,INHIBITION,7529
26232,INHIBITION,23412
51135,INHIBITION,5516
403282,INHIBITION,408
11171,INHIBITION,5371
11197,INHIBITION,51384
786,INHIBITION,5522
8772,INHIBITION,7099
390275,INHIBITION,156
7290,INHIBITION,4001
283807,INHIBITION,26272
2811,INHIBITION,3065
5879,INHIBITION,2048
390059,INHIBITION,5567
84961,INHIBITION,6468
408,INHIBITION,219417
3445,INHIBITION,3449
468,INHIBITION,2932
29099,INHIBITION,7311
5579,INHIBITION,3643
10664,INHIBITION,4609
4088,INHIBITION,8454
995,INHIBITION,5566
8312,INHIBITION,324
5499,INHIBITION,5610
3709,INHIBITION,5566
8945,INHIBITION,28991
23209,INHIBITION,5573
2963,INHIBITION,5433
7482,INHIBITION,9350
5526,INHIBITION,59285
3441,INHIBITION,3443
7311,INHIBITION,25898
8218,INHIBITION,2060
489,INHIBITION,5350
125958,INHIBITION,5567
26086,INHIBITION,5539
2081,INHIBITION,5664
126433,INHIBITION,51397
55660,INHIBITION,10772
408,INHIBITION,341568
84961,INHIBITION,146330
2246,INHIBITION,3730
5431,INHIBITION,5440
156,INHIBITION,135924
113,INHIBITION,2782
3452,INHIBITION,3660
2775,INHIBITION,5829
63940,INHIBITION,2587
4893,INHIBITION,10142
1508,INHIBITION,596
53632,INHIBITION,2475
5595,INHIBITION,8682
103910,INHIBITION,4659
2909,INHIBITION,387
9111,INHIBITION,5777
192670,INHIBITION,57690
6366,INHIBITION,29899
56923,INHIBITION,29899
1978,INHIBITION,55004
5371,INHIBITION,84106
7049,INHIBITION,25805
54620,INHIBITION,26272
8074,INHIBITION,3730
3717,INHIBITION,3952
3440,INHIBITION,6773
6754,INHIBITION,126006
156,INHIBITION,346528
63940,INHIBITION,6374
256933,INHIBITION,63940
29899,INHIBITION,6387
29924,INHIBITION,84251
119504,INHIBITION,8900
283159,INHIBITION,5567
338675,INHIBITION,409
26190,INHIBITION,28991
5568,INHIBITION,121364
23220,INHIBITION,340061
390648,INHIBITION,156
157,INHIBITION,402135
5594,INHIBITION,84867
440153,INHIBITION,5568
59285,INHIBITION,5516
3596,INHIBITION,3592
4217,INHIBITION,1026
1019,INHIBITION,1032
50964,INHIBITION,89780
83667,INHIBITION,6396
23112,INHIBITION,3065
4738,INHIBITION,6923
2251,INHIBITION,9965
5566,INHIBITION,81050
8454,INHIBITION,23142
54461,INHIBITION,6502
929,INHIBITION,7099
4064,INHIBITION,929
9451,INHIBITION,5499
55336,INHIBITION,23142
54951,INHIBITION,4008
93589,INHIBITION,5527
84085,INHIBITION,26259
390436,INHIBITION,5568
127062,INHIBITION,409
8945,INHIBITION,26259
84261,INHIBITION,84259
79290,INHIBITION,408
59283,INHIBITION,5499
2775,INHIBITION,196883
79671,INHIBITION,84282
7027,INHIBITION,5932
3265,INHIBITION,3958
5567,INHIBITION,4704
5568,INHIBITION,26529
79791,INHIBITION,114907
114,INHIBITION,10681
409,INHIBITION,79310
26263,INHIBITION,8454
390433,INHIBITION,156
143503,INHIBITION,157
115290,INHIBITION,55208
1029,INHIBITION,7316
5468,INHIBITION,3952
9133,INHIBITION,996
5500,INHIBITION,2890
10772,INHIBITION,6431
5435,INHIBITION,5725
1407,INHIBITION,9575
51725,INHIBITION,54939
8338,INHIBITION,2811
5567,INHIBITION,219858
26268,INHIBITION,26263
5525,INHIBITION,5502
10023,INHIBITION,8312
157,INHIBITION,219982
51397,INHIBITION,23194
408,INHIBITION,392392
595,INHIBITION,1031
4722,INHIBITION,5567
126433,INHIBITION,899
109,INHIBITION,2775
390093,INHIBITION,5567
5894,INHIBITION,3690
596,INHIBITION,5594
57085,INHIBITION,4893
894,INHIBITION,5111
50840,INHIBITION,29899
2770,INHIBITION,3123
6777,INHIBITION,9021
4318,INHIBITION,7078
8651,INHIBITION,3448
23112,INHIBITION,3018
84961,INHIBITION,4738
846,INHIBITION,29899
8453,INHIBITION,2034
146330,INHIBITION,149951
391196,INHIBITION,5567
4790,INHIBITION,5970
864,INHIBITION,2033
254879,INHIBITION,156
7874,INHIBITION,8517
5595,INHIBITION,999
64344,INHIBITION,26043
6500,INHIBITION,23412
156,INHIBITION,128371
5071,INHIBITION,9927
5566,INHIBITION,283111
26689,INHIBITION,408
26268,INHIBITION,6502
9134,INHIBITION,51433
5581,INHIBITION,7416
255626,INHIBITION,192669
865,INHIBITION,5275
5438,INHIBITION,5437
8463,INHIBITION,10413
673,INHIBITION,5595
9040,INHIBITION,26263
150684,INHIBITION,28991
126006,INHIBITION,259293
1386,INHIBITION,1390
4343,INHIBITION,4851
26234,INHIBITION,115290
10803,INHIBITION,63940
2060,INHIBITION,154
3932,INHIBITION,6503
54014,INHIBITION,6777
7048,INHIBITION,7040
3991,INHIBITION,5563
408,INHIBITION,135948
5527,INHIBITION,10023
1499,INHIBITION,1857
9040,INHIBITION,79176
831,INHIBITION,3672
2248,INHIBITION,10818
157,INHIBITION,26689
1874,INHIBITION,993
3660,INHIBITION,3456
1977,INHIBITION,64121
3667,INHIBITION,2475
128372,INHIBITION,5567
5567,INHIBITION,127069
26689,INHIBITION,5566
775,INHIBITION,5516
26086,INHIBITION,9934
5563,INHIBITION,23216
27178,INHIBITION,8809
5037,INHIBITION,3265
10000,INHIBITION,6300
54361,INHIBITION,6425
331,INHIBITION,27429
403278,INHIBITION,409
201456,INHIBITION,899
5908,INHIBITION,673
5567,INHIBITION,23235
3024,INHIBITION,57634
8945,INHIBITION,26263
6772,INHIBITION,122809
3018,INHIBITION,4343
157,INHIBITION,4994
51122,INHIBITION,899
4853,INHIBITION,192670
729759,INHIBITION,5566
5270,INHIBITION,2811
2688,INHIBITION,8454
5568,INHIBITION,138882
23710,INHIBITION,23192
23586,INHIBITION,79132
115290,INHIBITION,26263
7094,INHIBITION,5037
1390,INHIBITION,1386
6812,INHIBITION,6804
5568,INHIBITION,390079
6199,INHIBITION,3667
4008,INHIBITION,26268
991,INHIBITION,9133
5602,INHIBITION,3303
5431,INHIBITION,3187
84100,INHIBITION,582
81448,INHIBITION,5567
5567,INHIBITION,219447
8649,INHIBITION,84232
3952,INHIBITION,10499
983,INHIBITION,3065
4633,INHIBITION,54776
10023,INHIBITION,1452
84152,INHIBITION,5568
9099,INHIBITION,23118
5568,INHIBITION,391114
201456,INHIBITION,54165
157,INHIBITION,119749
26086,INHIBITION,1901
79176,INHIBITION,55294
6767,INHIBITION,116835
157855,INHIBITION,776
9978,INHIBITION,2034
5522,INHIBITION,27092
140,INHIBITION,29899
23112,INHIBITION,51701
29984,INHIBITION,27289
6737,INHIBITION,51428
51725,INHIBITION,54951
3053,INHIBITION,2811
26188,INHIBITION,5566
5567,INHIBITION,254879
93589,INHIBITION,55012
4008,INHIBITION,26234
3456,INHIBITION,9021
1030,INHIBITION,4609
23220,INHIBITION,81030
7531,INHIBITION,3297
4659,INHIBITION,79784
156,INHIBITION,138804
81696,INHIBITION,5567
23194,INHIBITION,54165
402,INHIBITION,7280
8797,INHIBITION,8737
57670,INHIBITION,369
5518,INHIBITION,785
408,INHIBITION,390197
5580,INHIBITION,3667
29110,INHIBITION,8809
26235,INHIBITION,26270
3667,INHIBITION,2887
2534,INHIBITION,80739
3674,INHIBITION,3845
391114,INHIBITION,5567
10772,INHIBITION,6635
51122,INHIBITION,170622
673,INHIBITION,5568
9700,INHIBITION,5885
1374,INHIBITION,3725
26235,INHIBITION,79791
9586,INHIBITION,2932
2247,INHIBITION,8817
54361,INHIBITION,6422
55208,INHIBITION,29099
8651,INHIBITION,1399
5581,INHIBITION,4082
22905,INHIBITION,23149
157,INHIBITION,390197
7855,INHIBITION,6422
6468,INHIBITION,51122
2263,INHIBITION,2247
55844,INHIBITION,27091
865,INHIBITION,25
1147,INHIBITION,56957
84261,INHIBITION,170622
23164,INHIBITION,5894
5594,INHIBITION,369
126006,INHIBITION,8811
27241,INHIBITION,6753
26086,INHIBITION,1815
63940,INHIBITION,2833
7248,INHIBITION,5594
408,INHIBITION,125958
5499,INHIBITION,93408
2932,INHIBITION,208
390260,INHIBITION,408
3709,INHIBITION,10335
3456,INHIBITION,3440
170622,INHIBITION,79791
283807,INHIBITION,23291
5879,INHIBITION,10451
408,INHIBITION,3845
9040,INHIBITION,10517
1978,INHIBITION,2475
7529,INHIBITION,3674
5501,INHIBITION,4633
1129,INHIBITION,126006
6468,INHIBITION,26267
4659,INHIBITION,4636
6775,INHIBITION,3185
29945,INHIBITION,85417
983,INHIBITION,1647
5970,INHIBITION,5590
7048,INHIBITION,7021
4343,INHIBITION,25942
4093,INHIBITION,94
100132074,INHIBITION,1017
6772,INHIBITION,3716
786,INHIBITION,5526
50846,INHIBITION,64399
91860,INHIBITION,5499
408,INHIBITION,4893
8697,INHIBITION,10744
409,INHIBITION,196335
3952,INHIBITION,9967
27241,INHIBITION,583
5499,INHIBITION,116444
341276,INHIBITION,409
256144,INHIBITION,409
391194,INHIBITION,5568
23192,INHIBITION,23710
114,INHIBITION,2787
392391,INHIBITION,5567
4716,INHIBITION,5566
201456,INHIBITION,54461
157,INHIBITION,403274
4040,INHIBITION,11197
390445,INHIBITION,408
1442,INHIBITION,2688
4670,INHIBITION,5435
10413,INHIBITION,9113
219438,INHIBITION,409
1454,INHIBITION,5500
4087,INHIBITION,7046
51397,INHIBITION,146330
53632,INHIBITION,2997
51725,INHIBITION,51122
596,INHIBITION,1509
408,INHIBITION,120793
341418,INHIBITION,409
23291,INHIBITION,25793
408,INHIBITION,390538
10019,INHIBITION,3717
5567,INHIBITION,282763
10039,INHIBITION,840
26523,INHIBITION,55766
26224,INHIBITION,55294
